,,,,,,,,,,,,,,,,,
"LogisticsRoad LogisticsCEP volume is awarded in regional or country packages, enabling game-theoretical negotiations. An RFP gathers rates, followed by an auction, creating supplier uncertainty and potentially lower rates or major discounts.",183,Logistics,Road Logistics,,,"What share of spend is allocated to carriers from countries with lower cost structure, e.g., Eastern Europe?",<10%,10-20%,20-30%,>30%,1%,2%,1.0%-2.0%,"CEP volume is awarded in regional or country packages, enabling game-theoretical negotiations. An RFP gathers rates, followed by an auction, creating supplier uncertainty and potentially lower rates or major discounts.",Leverage Competition Among Suppliers, Competitive Bidding, Game-theory based negotiations (CEP)
"LogisticsRoad LogisticsReallocate spend to new partners, consolidating suppliers for efficiency.",184,Logistics,Road Logistics,,,What share of total spend do you reallocate from incumbent(s) to new partners on an annual basis?,<20%,20-30%,30-40%,>40%,0%,1%,0.3%-0.5%,"Reallocate spend to new partners, consolidating suppliers for efficiency.",Leverage Competition Among Suppliers, Rationalize Supply Base, Reallocate spend to new partners
LogisticsCEP LogisticsReallocate annual spend from incumbents to new partners for optimization.,186,Logistics,CEP Logistics,,,What share of total spend do you reallocate from the incumbent(s) to new partners on an annual basis?,>40%,30-40%,20-30%,<20%,1%,1%,0.5%-1.0%,Reallocate annual spend from incumbents to new partners for optimization.,Leverage Competition Among Suppliers, Rationalize Supply Base, Reallocate spend from incumbents
"LogisticsRoad LogisticsStandard tenders focus on collecting and negotiating quotes, addressing supplier margins. Expressive bidding also considers systemic costs, allowing carriers to offer volume and bundle discounts, and alternative bids, leading to cost reductions and lower rates.",187,Logistics,Road Logistics,,,What share of total transportation spend is managed by logistics procurement?,<40%,40-60%,60-80%,>80%,1%,1%,0.5%-1.0%,"Standard tenders focus on collecting and negotiating quotes, addressing supplier margins. Expressive bidding also considers systemic costs, allowing carriers to offer volume and bundle discounts, and alternative bids, leading to cost reductions and lower rates.",Leverage Competition Among Suppliers,Competitive Bidding,Expressive bidding
"LogisticsLOG OceanMost firms use long-term suppliers who provide excellent but costly service. Shifting to new suppliers requires initial effort but signals flexibility, increasing competitive threat and supplier interest.",188,Logistics,LOG Ocean,,,What share of total transportation spend is managed by logistics procurement?,<60%,60-70%,70-80%,>80%,1%,1%,0.5%-1.0%,"Most firms use long-term suppliers who provide excellent but costly service. Shifting to new suppliers requires initial effort but signals flexibility, increasing competitive threat and supplier interest.",Leverage Competition Among Suppliers, Rationalize Supply Base, Introduce new suppliers to challenge incumbents
LogisticsCEP LogisticsOptimizes costs by managing transportation spend through strategic procurement.,189,Logistics,CEP Logistics,,,What share of total transportation spend is managed by logistics procurement?,<40%,40-60%,60-80%,>80%,1%,1%,0.5%-1.0%,Optimizes costs by managing transportation spend through strategic procurement.,Manage Spend, Strategic Sourcing, Strategic transportation spend management
PackagingNASupplier tiering can work bi-directional: either key suppliers are used to bundle upstream tier-2 suppliers thus relieving the company of managing a large number of suppliers; or tier-1 suppliers are bypassed.,190,Packaging,NA,,,What share of your packaging spend in % is covered by your Top 3 suppliers?,<20%,20-60%,60-80%,80-100%,4%,7%,3.5%-7.0%,Supplier tiering can work bi-directional: either key suppliers are used to bundle upstream tier-2 suppliers thus relieving the company of managing a large number of suppliers; or tier-1 suppliers are bypassed.,Seek Joint Advantage with Suppliers, Joint Capacity & Planning, Implement supplier tiering
ITEnd user/ Workplace HardwareImplement workplace standards to define guardrails that limit hardware settings based on user-types. Avoid 'status symbol' devices/accounts and monitor device usage.,191,IT,End user/ Workplace Hardware,,,"What standardization has been applied for end user devices (laptops, desktops, printers, phones)?",The user can choose the handheld devices and the number of devices he wants to have,-,-,The user groups are grouped together - the basic employee receives a standard phone and clearly defined user groups have the option to purchase additional devices.,3%,5%,2.5%-5.0%,Implement workplace standards to define guardrails that limit hardware settings based on user-types. Avoid 'status symbol' devices/accounts and monitor device usage.,Change the Nature of Demand, Reduce Consumption, Implement workplace standards/usage monitoring
"ConsultingNAIdeally a certain % of the remuneration can be tied back to variable components (e.g. satisfaction, savings etc.)",192,Consulting,NA,,,"What strategies do you use to ensure you are getting the best value when contracting for services across different subcategories? (e.g., using a range of pricing models like fixed fees, transaction-based fees, or success-based incentives)",Reliance on traditional fixed fee models,Limited use of alternative pricing models,"Use of a mix of pricing models (fixed fees, transaction-based fees) to optimize costs","Strategic use of a variety of pricing models (fixed fees, transaction-based fees, success-based incentives) to ensure best value across different service categories",1%,1%,0.5%-1.0%,"Ideally a certain % of the remuneration can be tied back to variable components (e.g. satisfaction, savings etc.)",Manage Spend, Control Compliance, Implement variable remuneration/KPI-based
"PackagingNAExisting data on a sourcing group is analyzed in depth to identify any savings potential. For instance, this may include comparing the discount rates within a corporate group.",193,Packaging,NA,,,What was the average savings in % of the last total category volume RFP,No RFP/ No savings,0-5%,5-10%,>10%,4%,8%,4.0%-8.0%,"Existing data on a sourcing group is analyzed in depth to identify any savings potential. For instance, this may include comparing the discount rates within a corporate group.",Leverage Competition Among Suppliers, Target Pricing & Cost Models, Data analysis for savings potential
LogisticsLOG OceanCarriers may promise attractive rates but fail to meet expectations due to the manual efforts required for onboarding and implementation. Increasing these efforts can improve success rates and realize savings.,194,Logistics,LOG Ocean,,,"When contracting, are you leveraging mutually binding agreements with guaranteed volume?",Not at all,Somewhat,To a large extent,Exclusively,0%,1%,0.3%-0.5%,Carriers may promise attractive rates but fail to meet expectations due to the manual efforts required for onboarding and implementation. Increasing these efforts can improve success rates and realize savings.,Manage Spend, Improve Process Efficiency, Improve supplier onboarding/implementation
ITDatacenter & NetworkSwitch to SD-WAN / right-spec WAN per location.,195,IT,Datacenter & Network,,,When did you last conduct a review of your WAN setup?,Never,> 5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,Switch to SD-WAN / right-spec WAN per location.,Change the Nature of Demand, Optimize Specifications, Implement SD-WAN/right-spec WAN
"FleetPolicyPolicies should be updated together with the RFP, at least every 2-3 years.",196,Fleet,Policy,,,When did you last update your fleet policy?,The fleet policy is unchanged within the company since years and gives a high-level frame,>2 years ago,2 years ago,"The policy was updated together when we recently tendered cars, as we included most recent pricing development",1%,2%,1.0%-2.0%,"Policies should be updated together with the RFP, at least every 2-3 years.",Manage Spend, Control Compliance, Regular policy updates (with RFP)
ITSoftware development and maintenanceOpt for a service-oriented architecture (SOA) to enhance business process flexibility by leveraging  modularity of applications / solutions. This helps avoid high costs & limited benefits associated with bespoke / standalone tools & functionalities.,197,IT,Software development and maintenance,,,When did you review your IT landscape regarding elimination of redundant functionality/ IT tools?,Never,> 5 years ago,2 years ago,last year,1%,1%,0.5%-1.0%,Opt for a service-oriented architecture (SOA) to enhance business process flexibility by leveraging  modularity of applications / solutions. This helps avoid high costs & limited benefits associated with bespoke / standalone tools & functionalities.,Change the Nature of Demand,Reduce Complexity,Implement service-oriented architecture
MarketingTraditional MediaImprove quality and cost conditions through a competitive RFP process.,198,Marketing,Traditional Media,,,When was tender done last time? (important to account for % of spend that was addressed),>5 years ago,>4 years ago,>3 years ago,>2 years ago,5%,9%,4.5%-9.0%,Improve quality and cost conditions through a competitive RFP process.,Leverage Competition Among Suppliers, Competitive Bidding, Conduct competitive RFP
MarketingCreative AgenciesAchieve improved quality and cost efficiency through a competitive RFP process.,199,Marketing,Creative Agencies,,,When was tender done last time? (important to account for % of spend that was addressed),>5 years ago,>4 years ago,>3 years ago,>2 years ago,1%,2%,1.0%-2.0%,Achieve improved quality and cost efficiency through a competitive RFP process.,Leverage Competition Among Suppliers, Competitive Bidding, Conduct competitive RFP
MarketingDigital AgenciesGet better quality and cost conditions via competitive RFP,200,Marketing,Digital Agencies,,,When was tender done last time? (important to account for % of spend that was addressed),>5 years ago,>4 years ago,>3 years ago,>2 years ago,1%,2%,1.0%-2.0%,Get better quality and cost conditions via competitive RFP,Leverage Competition Among Suppliers, Competitive Bidding, Conduct competitive RFP
MarketingAd ProductionChoose production providers through a competitive RFP process.,201,Marketing,Ad Production,,,When was tender done last time? (important to account for % of spend that was addressed),>5 years ago,>4 years ago,>3 years ago,>2 years ago,1%,2%,1.0%-2.0%,Choose production providers through a competitive RFP process.,Leverage Competition Among Suppliers, Competitive Bidding, Conduct competitive RFP
MarketingEventsIssue a comprehensive RFP to reduce costs.,202,Marketing,Events,,,When was tender done last time? (important to account for % of spend that was addressed),>5 years ago,>4 years ago,>3 years ago,>2 years ago,1%,1%,0.5%-1.0%,Issue a comprehensive RFP to reduce costs.,Leverage Competition Among Suppliers, Competitive Bidding, Issue comprehensive RFP
MarketingPOS MaterialGet better quality and cost conditions via competitive RFP,203,Marketing,POS Material,,,When was tender done last time? (important to account for % of spend that was addressed),>5 years ago,>4 years ago,>3 years ago,>2 years ago,2%,3%,1.5%-3.0%,Get better quality and cost conditions via competitive RFP,Leverage Competition Among Suppliers, Competitive Bidding, Conduct competitive RFP
ITIT helpdeskPromote self-service and shorten SLA for non-critical business needs.,204,IT,IT helpdesk,,,"When was the IT help desk demand last strategically reviewed? (# calls per month,etc.)?",Never,> 5 years ago,2 years ago,last year,3%,5%,2.5%-5.0%,Promote self-service and shorten SLA for non-critical business needs.,Change the Nature of Demand, Optimize Service Levels, Promote self-service/optimize SLAs
"ITSoftware development and maintenanceEstablish, prioritize and monitor software development demand across different projects. Structure contracts based on identified priorities.",205,IT,Software development and maintenance,,,When was the last review of all outsourced labor contracts?,Never,> 5 years ago,2 years ago,last year,1%,1%,0.5%-1.0%,"Establish, prioritize and monitor software development demand across different projects. Structure contracts based on identified priorities.",Manage Spend, Strategic Sourcing, Prioritize/monitor software development demand
TravelAirRegularly negotiating airline contracts ensures competitive pricing and better deals.,206,Travel,Air,,,When was the last time Airline category was negotiated?,Never,More than 5 years ago,2-5 years ago,Less than 2 years ago,1%,2%,1.0%-2.0%,Regularly negotiating airline contracts ensures competitive pricing and better deals.,Leverage Competition Among Suppliers, Competitive Bidding, Regular negotiation (airline contracts)
"TravelCar RentalRegularly tendering car rental services ensures competitive pricing and terms, reducing costs.",207,Travel,Car Rental,,,When was the last time Car rental category was tendered?,Never,More than 5 years ago,2-5 years ago,Less than 2 years ago,2%,3%,1.5%-3.0%,"Regularly tendering car rental services ensures competitive pricing and terms, reducing costs.",Leverage Competition Among Suppliers, Competitive Bidding, Regular tendering (car rental)
"FleetFuelFuel negotiations use strategic timing, market insights, and relationships to optimize outcomes and secure favorable terms.",,Fleet,Fuel,,,When was the last time the fuel was negotiated?,"Fuel cards do not exist, the employee invoices back what he payed at the station",>3 years ago,3-1 years ago,Fuel cards have been negotiated last year/ together with leasing car tender,1%,2%,1.0%-2.0%,"Fuel negotiations use strategic timing, market insights, and relationships to optimize outcomes and secure favorable terms.",Leverage Competition Among Suppliers, Competitive Bidding, Strategic negotiation (fuel)
TravelTravel Management AgencyRegularly tendering travel agency services ensures competitive pricing and better terms.,,Travel,Travel Management Agency,,,When was the last time travel agency was tendered?,Never,> 5 years ago,>2 years ago,Last year,1%,2%,1.0%-2.0%,Regularly tendering travel agency services ensures competitive pricing and better terms.,Leverage Competition Among Suppliers, Competitive Bidding, Regular tendering (travel agencies)
"MRONAExisting data on a sourcing group is analyzed in depth to identify any savings potential. For instance, this may include comparing the discount rates within a corporate group.",,MRO,NA,,,When was the last time you competitively awarded the total category volume?,Never,>5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,"Existing data on a sourcing group is analyzed in depth to identify any savings potential. For instance, this may include comparing the discount rates within a corporate group.",Leverage Competition Among Suppliers, Target Pricing & Cost Models, Data analysis for savings potential
PackagingNAThe primary aim of the RFI/RFP process is to benchmark current suppliers and pinpoint the most competitive ones in the market. This evaluation should encompass both global players and local champions situated near the plant.,,Packaging,NA,,,When was the last time you competitively benchmarked the total category volume?,Never,>5 years ago,2-5 years,last year,6%,12%,6.0%-12.0%,The primary aim of the RFI/RFP process is to benchmark current suppliers and pinpoint the most competitive ones in the market. This evaluation should encompass both global players and local champions situated near the plant.,Leverage Competition Among Suppliers, Competitive Bidding, Benchmark and identify competitive suppliers
"AuditNABy means of competitive tendering, existing audit firms can be benchmarked, and potential new providers can be identified. By adding game-theoretical negotiation elements, the competitive pressure can be further increased.",,Audit,NA,,,When was the last time you conducted a competitive tender in the field of auditing using game-theoretical negotiation models? ,Never,>5 years ago,2 years ago,Last year,3%,5%,2.5%-5.0%,"By means of competitive tendering, existing audit firms can be benchmarked, and potential new providers can be identified. By adding game-theoretical negotiation elements, the competitive pressure can be further increased.",Leverage Competition Among Suppliers, Competitive Bidding, Competitive tendering with game theory (audit firms)
"LegalNACompetitive tendering allows benchmarking of current law/audit firms and identification of new providers, with game-theoretical negotiation elements enhancing competitive pressure.",,Legal,NA,,,When was the last time you conducted a competitive tender in the field of legal advice using game-theoretical negotiation models? ,Never,>5 years ago,2 years ago,Last year,1%,2%,1.0%-2.0%,"Competitive tendering allows benchmarking of current law/audit firms and identification of new providers, with game-theoretical negotiation elements enhancing competitive pressure.",Leverage Competition Among Suppliers, Competitive Bidding, Competitive tendering with game theory (law/audit firms)
"ITEnd user/ Workplace HardwareBenchmark prices with the latest market rates, and potentially with the prices that peers / competitors are paying",,IT,End user/ Workplace Hardware,,,When was the last time you conducted an RFP to benchmark prices?,Never,> 5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,"Benchmark prices with the latest market rates, and potentially with the prices that peers / competitors are paying",Leverage Competition Among Suppliers, Target Pricing & Cost Models, Benchmark prices with market/peers
"ITDatacenter & NetworkAssess market prices, re-negotiate terms, and/or initiate an RFP.",,IT,Datacenter & Network,,,When was the last time you conducted an RFP to benchmark prices?,Never,> 5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,"Assess market prices, re-negotiate terms, and/or initiate an RFP.",Leverage Competition Among Suppliers, Competitive Bidding, Assess market prices/renegotiate/RFP
"ITSoftware licensesBenchmark prices, renegotiate, and/or conduct RFP, ensuring separation of SW & HW costs.",,IT,Software licenses,,,When was the last time you conducted an RFP to reach benchmark prices?,Never,> 5 years ago,2 years ago,last year,2%,3%,1.5%-3.0%,"Benchmark prices, renegotiate, and/or conduct RFP, ensuring separation of SW & HW costs.",Leverage Competition Among Suppliers, Competitive Bidding, Benchmark/renegotiate/RFP (SW/HW split)
LogisticsCEP LogisticsRegularly tender CEP spend to optimize costs and service levels.,,Logistics,CEP Logistics,,,When was the last time you tendered >50% of your CEP spend at the market?,Never,>5 years ago,2 years ago,last year,1%,1%,0.5%-1.0%,Regularly tender CEP spend to optimize costs and service levels.,Leverage Competition Among Suppliers, Competitive Bidding, Regular tendering (CEP)
LogisticsRoad LogisticsIncumbent rates often include transportation and various surcharges with added margins and security buffers. Unbundling these rates ensures payment only for actual costs.,,Logistics,Road Logistics,,,When was the last time you tendered the majority of your transportation spend at the market?,Never,>5 years ago,2 years ago,last year,1%,1%,0.5%-1.0%,Incumbent rates often include transportation and various surcharges with added margins and security buffers. Unbundling these rates ensures payment only for actual costs.,Manage Spend, Control Compliance, Unbundle incumbent rates
LogisticsLOG OceanMarket-based tendering for competitive pricing and cost optimization.,,Logistics,LOG Ocean,,,When was the last time you tendered the majority of your transportation spend at the market?,Never,>5 years ago,2 years ago,last year,1%,1%,0.5%-1.0%,Market-based tendering for competitive pricing and cost optimization.,Leverage Competition Among Suppliers, Competitive Bidding, Market-based tendering
"ITServer & StorageThe share of the largest supplier shows consolidation potential. The goal is to work with a few large providers covering all required categories and services, leveraging their partner networks.",,IT,Server & Storage,,,"When was the service demand last strategically reviewed? (service levels, etc.)?",Never,> 5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,"The share of the largest supplier shows consolidation potential. The goal is to work with a few large providers covering all required categories and services, leveraging their partner networks.",Leverage Competition Among Suppliers, Rationalize Supply Base, Consolidate with large providers
"ITSoftware licensesOptimize license management by replacing non-critical applications with freeware, right-sizing licenses through a central system, and introducing a transparent software catalogue for self-ordering.",,IT,Software licenses,,,"When was the software offering to employees last strategically reviewed? (# of licenses, employee access to liceneses)?",Never,> 5 years ago,2 years ago,last year,3%,5%,2.5%-5.0%,"Optimize license management by replacing non-critical applications with freeware, right-sizing licenses through a central system, and introducing a transparent software catalogue for self-ordering.",Change the Nature of Demand, Reduce Consumption, Optimize license management/self-ordering
"TravelPolicyRegularly updating the travel policy keeps it relevant, helping to manage costs effectively.",,Travel,Policy,,,When was the travel policy last refreshed?,We do not have travel policy,Not refresed in last 5 years,Not refresed in last 2 years,Refresed in the last 1-2 years,1%,2%,1.0%-2.0%,"Regularly updating the travel policy keeps it relevant, helping to manage costs effectively.",Manage Spend, Control Compliance, Regularly update travel policy
ITSoftware development and maintenanceBenchmark daily rates and provide a standard for evaluating daily compensation across various roles and industries.,,IT,Software development and maintenance,,,When were daily rates of contractor agencies and IT consultancies benchmarked for the last time? ,Never,> 5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,Benchmark daily rates and provide a standard for evaluating daily compensation across various roles and industries.,Leverage Competition Among Suppliers, Target Pricing & Cost Models, Benchmark daily rates
"Office SuppliesNAConduct an RFP on a regular basis (every 2-3 years) therefore create a core assortment of the 300 most frequently used items, specifying quantities, and auction it with at least 5-10 participants. Compare offers to a provided basket (quantity * price) and negotiate as a package. Focus on the tendered products, allowing extra items only if they serve different functions.",,Office Supplies,NA,,,When were the office supplies last tendered?,Never,>5 years ago,2 years ago,last year,1%,2%,1.0%-2.0%,"Conduct an RFP on a regular basis (every 2-3 years) therefore create a core assortment of the 300 most frequently used items, specifying quantities, and auction it with at least 5-10 participants. Compare offers to a provided basket (quantity * price) and negotiate as a package. Focus on the tendered products, allowing extra items only if they serve different functions.",Leverage Competition Among Suppliers,Competitive Bidding,Regular RFP/auction
"MarketingDigital AgenciesRun audits of agency platforms operations (SEO, SEA, programmatic, social)",,Marketing,Digital Agencies,,,When were the relevant media platforms operations been reviewed with deep technical audits?,>3 years ago,2-3 years ago,1-2 years ago,Within last 12 months,2%,3%,1.5%-3.0%,"Run audits of agency platforms operations (SEO, SEA, programmatic, social)",Manage Spend, Control Compliance, Audit agency platform operations
"ITSoftware development and maintenanceOptimize costs by increasing off-shore software development & maintenance; while the focus will be on cost benefits, it will be essential to ensure quality of service",,IT,Software development and maintenance,,,Which % of your software development is off-shore?,<20%,20-60%,60-80%,80-100%,1%,1%,0.5%-1.0%,"Optimize costs by increasing off-shore software development & maintenance; while the focus will be on cost benefits, it will be essential to ensure quality of service",Seek Joint Advantage with Suppliers, Outsourcing, Optimize offshore software development/maintenance
"Temp LabourNAGame-theory based activities like digital supplier days or auctions are held, inviting current and new suppliers to bid and negotiate.",,Temp Labour,NA,,,Which form of tendering and negotiation is conducted?,Once per year suppliers are invited to talk about the current pricing situation,Tenders are conducted with mostly currently suppliers and also currently suppliers are negotiated after tender,"All + Newly and current suppliers are invited to bid within an RFP set-up, target to include new suppliers in negotiation set-ups","All + Game-theory based activities are conducted, e.g. digital supplier days or auctions",1%,1%,0.5%-1.0%,"Game-theory based activities like digital supplier days or auctions are held, inviting current and new suppliers to bid and negotiate.",Leverage Competition Among Suppliers, Competitive Bidding, Game-theory based activities (digital supplier days/auctions)
LogisticsCEP LogisticsExploit market imbalances by engaging with multiple global CEP players.,,Logistics,CEP Logistics,,,With how many of the global CEP players are you regularly engaging?,1,1-2,2-3,>3,0%,1%,0.3%-0.5%,Exploit market imbalances by engaging with multiple global CEP players.,Leverage Competition Among Suppliers, Competitive Bidding, Exploit market imbalances (CEP)
